Date,Close,High,Low,Open,Volume,Log_Return,Rolling_Volatility,Future_Vol,Target_Volatility_Spike,Log_Return_lag_1,Log_Return_lag_2,Log_Return_lag_3,Log_Return_lag_5,Log_Return_lag_10,Log_Return_lag_14,Daily_Range_Ratio,Open_Prev_Close_Gap_Ratio,Close_Position_in_Range,Close_Open_Ratio,Volume_lag_1,Volume_lag_2,Volume_lag_3,Volume_lag_5,Volume_lag_10,Volume_MA,Volume_to_MA_Ratio,Volume_Daily_Change_Ratio,Rolling_Volatility_lag_1,Rolling_Volatility_lag_2,Rolling_Volatility_lag_3,Rolling_Volatility_lag_5,Rolling_Volatility_lag_10,Rolling_Volatility_Daily_Change_Ratio,Short_Term_Volatility,Long_Term_Volatility,Vol_Ratio_Short_Long,RSI,MACD,MACD_Signal,MACD_Diff,BB_Upper,BB_Lower,BB_Width,BB_Percent,KC_high,KC_low,KC_mid,KC_Percent,ATR,DayOfWeek_sin,DayOfMonth_sin,DayOfWeek_cos,DayOfMonth_cos
2015-10-04,238.25900268554688,238.96800231933594,237.94000244140625,238.531005859375,12999000,-0.001974859783494672,0.21596478808713612,0.26187584977856054,0,0.006037526926853979,-0.0010782396311614989,0.006287901367533316,-0.010318932398919053,0.018270269270815796,-0.0012145562897130722,0.009931731410792776,-0.006400535773785141,0.7532660600054059,1.0064417665309127,16482700.0,19677900.0,20488800.0,22691300.0,25097800.0,19387975.0,0.8457966992648727,-0.21135493578115236,0.23180338175308812,0.23380752035837934,0.2322059392902675,0.2561828687427113,0.25486493858608494,-0.06832770750006971,0.21983239861380294,0.6833034722613615,0.3217200080752959,56.37494488885327,0.7720639740024353,-0.10697688958238305,0.8790408635848184,240.09264236155101,226.48195785817555,5.834301523042922,0.8998840481774437,238.32256927490235,229.1085647583008,233.71556701660157,1.0442181737487346,4.857550796961978,-0.7818314824680299,0.72479278722912,0.6234898018587334,0.6889669190756866
2015-10-05,240.38299560546875,240.38299560546875,237.03500366210938,238.14700317382812,23335900,0.008875137866671141,0.19612120620762954,0.2573673783512727,0,-0.001974859783494672,0.006037526926853979,-0.0010782396311614989,-0.0026525785544473644,0.0026188032116559834,-0.018010636554186336,0.004314631834862656,0.0011416281053904752,0.31031155838565555,0.9988596737231366,12999000.0,16482700.0,19677900.0,19743500.0,22363600.0,18988035.0,0.6704671323333149,0.79520732364028,0.21596478808713612,0.23180338175308812,0.23380752035837934,0.2498859775968365,0.26198818954646746,-0.09188341328818943,0.19799044054773898,0.6822854945006509,0.2901870875807548,55.469935843837035,0.9124283363717041,0.09690415560843438,0.8155241807632697,240.68794748586825,226.6481532831747,6.0084355476026,0.8269956977107699,238.55205256144205,229.68314844767252,234.1176005045573,0.9669576001571377,4.5840114456025285,0.0,0.8486442574947509,1.0,0.5289640103269624
2015-10-06,246.06300354003906,246.93499755859375,240.13600158691406,240.36399841308594,27535100,0.02335414868766111,0.1983888618604399,0.25351698762957037,0,0.008875137866671141,-0.001974859783494672,0.006037526926853979,0.006287901367533316,-0.003425043884538861,0.015438219324374681,0.013927740333406543,-0.009301791193710192,1.0,1.0093891268915467,23335900.0,12999000.0,16482700.0,20488800.0,13724100.0,19195940.0,1.2289791966361974,0.1799459202344885,0.19612120620762954,0.21596478808713612,0.23180338175308812,0.2322059392902675,0.2566741689210789,0.011562521446098224,0.20287212666164062,0.6823402973530166,0.2973181086455493,58.69055523815748,1.1814377040750514,0.31381086530175784,0.8676268387732936,241.5894003389631,226.7545999051775,6.335001804678791,0.9186773870751367,237.22633514404296,230.95863189697266,234.0924835205078,1.5036391062230487,4.495724338299446,0.7818314824680298,0.9377521321470804,0.6234898018587336,0.3473052528448203
2015-10-07,242.968994140625,246.68099975585938,242.5850067138672,246.1699981689453,22999200,-0.012653776022319324,0.216683330309442,0.16539522640271853,0,0.02335414868766111,0.008875137866671141,-0.001974859783494672,-0.0010782396311614989,-0.006778029461708515,-0.0014536376070196364,0.027631118347189336,-0.023160755761586035,0.8717466487424228,1.0237098948452292,27535100.0,23335900.0,12999000.0,19677900.0,14179900.0,19565485.0,1.4344231123873068,-0.16473156080784163,0.1983888618604399,0.19612120620762954,0.21596478808713612,0.23380752035837934,0.2427970816636436,0.09221519936876121,0.23474748104505408,0.6856192366500611,0.3423875359624263,65.81162313587981,1.8318423977220277,0.6174171717858119,1.2144252259362158,243.69546180153418,226.3457384548135,7.382213872851406,1.1364599130021504,238.13273493448892,231.56643244425453,234.84958368937174,2.2077220958590136,4.660243740683749,0.9749279121818236,0.9884683243281114,-0.22252093395631434,0.1514277775045767
2015-10-08,242.3040008544922,244.25100708007812,242.1790008544922,243.0749969482422,18515300,-0.0027406993970222338,0.22397725999769416,0.1262189431593223,0,-0.012653776022319324,0.02335414868766111,0.008875137866671141,0.006037526926853979,0.027062503461009677,0.018270269270815796,0.01685808947137312,0.013174537103559984,0.09374708961201035,0.9869967743749039,22999200.0,27535100.0,23335900.0,16482700.0,24713000.0,19768675.0,1.1754985884581957,-0.19495895509409022,0.216683330309442,0.1983888618604399,0.19612120620762954,0.23180338175308812,0.22691484164450176,0.033661701976962465,0.24884391891614807,0.41085083989578586,0.6056794699002402,59.76769052512576,2.0737274631876517,0.9086792300661799,1.1650482331214718,244.66336775115903,226.69373216339173,7.624637707175684,0.9057090722703658,238.98981755574542,232.14981664021812,235.5698170979818,1.5817508848349073,4.619940119348638,0.43388373911755823,0.9987165071710528,-0.900968867902419,-0.05064916883871264
2015-10-09,243.93099975585938,244.22799682617188,242.1219940185547,242.4980010986328,17353100,0.00669225774201338,0.22515373834804364,0.16599383083771738,0,-0.0027406993970222338,-0.012653776022319324,0.02335414868766111,-0.001974859783494672,-0.010318932398919053,0.0026188032116559834,0.008551267078871775,0.003181937116312812,0.060328004065070585,0.9968281554934497,18515300.0,22999200.0,27535100.0,12999000.0,22691300.0,19682330.0,0.9365979257588078,-0.06276970937548947,0.22397725999769416,0.216683330309442,0.1983888618604399,0.21596478808713612,0.2561828687427113,0.005252668732359669,0.19825116346754065,0.3650312033405019,0.5431074430166222,58.52366625987121,2.1865584350924507,1.1642550710714341,1.0223033640210166,245.48170893326022,226.8082904563882,7.907606979188267,0.8298271908432949,239.47203470865884,232.64163309733073,236.05683390299478,1.4146119521195617,4.437944841222731,-0.433883739117558,0.9680771188662043,-0.9009688679024191,-0.2506525322587204
2015-10-10,244.9409942626953,245.31900024414062,243.07400512695312,243.74000549316406,15912700,0.004131944378731938,0.2206750130652895,0.16967360987645397,0,0.00669225774201338,-0.0027406993970222338,-0.012653776022319324,0.008875137866671141,-0.0026525785544473644,-0.003425043884538861,0.008633600525250994,-0.005874606584078255,0.8589759380954796,1.005909321523206,17353100.0,18515300.0,22999200.0,23335900.0,19743500.0,19914355.0,0.8816588279944498,-0.08300534198500556,0.22515373834804364,0.22397725999769416,0.216683330309442,0.19612120620762954,0.2498859775968365,-0.019891853964382814,0.18388974591308668,0.3515214708437825,0.5231252175626222,60.680068676893676,2.379829810510472,1.4073700189592417,0.9724597915512303,246.43246929110157,227.1013304525508,8.164628944761995,0.8705989566298244,240.04643478393555,233.217032623291,236.6317337036133,1.5688001497860544,4.27137755310805,-0.9749279121818236,0.8978045395707416,-0.2225209339563146,-0.4403941515576344
2015-10-11,247.0500030517578,247.2429962158203,244.15199279785156,244.74200439453125,16827300,0.008573415850475552,0.2175546426470109,0.16874929666540064,0,0.004131944378731938,0.00669225774201338,-0.0027406993970222338,0.02335414868766111,0.006287901367533316,-0.006778029461708515,0.009165452781577993,-0.004903175857297324,0.8316228046327008,1.0049273354495143,15912700.0,17353100.0,18515300.0,27535100.0,20488800.0,19987755.0,0.7990567608139957,0.05747610399240858,0.2206750130652895,0.22515373834804364,0.22397725999769416,0.1983888618604399,0.2322059392902675,-0.01414011661281918,0.1799356274992578,0.34990405504295957,0.5142427614254603,62.00081722403485,2.5847020475170837,1.64283642467081,0.9418656228462736,247.3896551915899,227.51704341680852,8.36905936808782,0.876782128255433,240.73338419596354,233.82498270670573,237.27918345133463,1.6090569682833835,4.126635950542297,-0.7818314824680299,0.7907757369376989,0.6234898018587334,-0.6121059825476626
2015-10-12,245.30799865722656,247.45399475097656,245.1790008544922,246.875,17388300,-0.00707619925894907,0.2181756805892456,0.27746110768023496,0,0.008573415850475552,0.004131944378731938,0.00669225774201338,-0.012653776022319324,-0.0010782396311614989,0.027062503461009677,0.012511651000956168,-0.009342232862644528,0.9375629405840886,1.0094303332316672,16827300.0,15912700.0,17353100.0,22999200.0,19677900.0,19845180.0,0.841880441300186,0.03333868178495659,0.2175546426470109,0.2206750130652895,0.22515373834804364,0.216683330309442,0.23380752035837934,0.0028546296906306477,0.1817924919397203,0.34927685743041914,0.5204824999776457,64.66952447170665,2.8839992072906,1.8910689811947683,0.9929302260958317,248.02566883653256,228.87752940565494,8.030199630220785,0.9490464445228854,241.54683430989581,234.7989323933919,238.17288335164386,1.815537749356202,4.052662198215615,0.0,0.6513724827222223,1.0,-0.758758122692791
2015-10-13,249.50799560546875,250.23599243164062,243.7570037841797,245.1999969482422,28198500,0.016976402807395333,0.20305507018402075,0.2095440271545034,0,-0.00707619925894907,0.008573415850475552,0.004131944378731938,-0.0027406993970222338,0.006037526926853979,-0.010318932398919053,0.009274030642854278,0.0063878933885194574,0.05670248299730372,0.9936526527887658,17388300.0,16827300.0,15912700.0,18515300.0,16482700.0,19464130.0,0.8761976459775119,0.621693897620814,0.2181756805892456,0.2175546426470109,0.2206750130652895,0.22397725999769416,0.23180338175308812,-0.06930474727699872,0.19181784614207184,0.3487305595710284,0.5500459907443327,60.86706512131684,2.94666188267999,2.102187561491813,0.8444743211881773,248.493828570079,229.8783699162491,7.782834668374611,0.8288610572484076,242.1274673461914,235.87896575927735,239.0032165527344,1.5090070422156907,3.925685890949098,0.7818314824680298,0.48530196253108104,0.6234898018587336,-0.8743466161445821
