Close,High,Low,Open,Volume,Log_Return,Rolling_Volatility,Target_Volatility_Spike,Log_Return_lag_1,Log_Return_lag_2,Log_Return_lag_3,Log_Return_lag_5,Log_Return_lag_10,Daily_Range_Ratio,Open_Prev_Close_Gap_Ratio,Close_Position_in_Range,Close_Open_Ratio,Volume_lag_1,Volume_lag_2,Volume_lag_3,Volume_lag_5,Volume_lag_10,Volume_MA,Volume_to_MA_Ratio,Volume_Daily_Change_Ratio,Rolling_Volatility_lag_1,Rolling_Volatility_lag_2,Rolling_Volatility_lag_3,Rolling_Volatility_lag_5,Rolling_Volatility_lag_10,Rolling_Volatility_Daily_Change_Ratio,Short_Term_Volatility,Long_Term_Volatility,Vol_Ratio_Short_Long,RSI,MACD,MACD_Signal,MACD_Diff,BB_Upper,BB_Lower,BB_Width,BB_Percent,KC_high,KC_low,KC_mid,KC_Percent,ATR,Day_of_Week,Month,Quarter,Year
19110.546875,20338.455078125,18915.66796875,19221.83984375,58571439619,-0.005850034170169328,0.7271303467232939,1,0.022121968157295297,-0.007149858037088313,-0.018864440709329067,0.045641677549128984,0.017794492715736767,0.0744503607710075,-4.328385020617744e-05,0.13696982842050498,0.9942100772010029,44148798321.0,23359966112.0,26149643168.0,41135767926.0,24957448100.0,38478286033.95,1.5221946104179769,0.32668253376082645,0.7338825885413643,0.7588381459497597,0.7590542391155061,0.7567994653247265,0.7195265031802143,-0.00920071129019551,0.47642613585985444,0.6190814307840418,0.769569417154832,42.89159640964143,-507.0665819392234,-501.23015721954897,-5.836424719674426,22022.87844940943,17762.69557402807,21.415716525149072,0.3163834371432413,20775.537337239584,18975.988509114584,19875.762923177084,0.07477338974214764,848.6458903336526,1,9,3,2022
19426.720703125,19688.34375,18553.296875,19104.62109375,53071298734,0.016409099157190264,0.730664707838971,0,-0.005850034170169328,0.022121968157295297,-0.007149858037088313,-0.00598857629671097,-0.03581280604750071,0.05842709597494833,-0.0003100791038979621,0.7695046322426111,1.016859774804975,58571439619.0,44148798321.0,23359966112.0,38896078052.0,31254779144.0,39522127078.15,1.3428249605356064,-0.09390482666599521,0.7271303467232939,0.7338825885413643,0.7588381459497597,0.7566799141285301,0.7202272300900412,0.004860698128752491,0.44360979870155387,0.6182504288827899,0.7175244496039889,46.0670039575292,-461.93258721498205,-493.3706432186356,31.43805600365357,22023.015077988868,17772.247617323632,21.363183317626074,0.3892175003951984,20812.66552734375,18933.67568359375,19873.17060546875,0.2623989805858955,869.1031035241059,2,9,3,2022
19573.05078125,19589.265625,18924.353515625,19427.779296875,41037843771,0.007504185755091534,0.5762412863820986,0,0.016409099157190264,-0.005850034170169328,0.022121968157295297,-0.018864440709329067,0.006396912022913548,0.03397079570303636,5.449163377479935e-05,0.9756135532480503,1.0074775136239256,53071298734.0,58571439619.0,44148798321.0,26149643168.0,40177002624.0,39150542858.15,1.0482062514353392,-0.22674129425988204,0.730664707838971,0.7271303467232939,0.7338825885413643,0.7590542391155061,0.7136016231126161,-0.21134649012075357,0.4443034876540875,0.6107089121863958,0.7275208839894589,47.52137190972752,-409.6339516436856,-476.62330490364565,66.98935325996007,21823.52666585293,17790.92587320957,20.359240298307522,0.4419294147071404,20672.07451171875,18939.43818359375,19805.75634765625,0.36569278120927096,854.5180325134554,3,9,3,2022
19431.7890625,20109.849609375,19265.662109375,19573.431640625,43975248085,-0.007243323491751529,0.5703754507245907,0,0.007504185755091534,0.016409099157190264,-0.005850034170169328,-0.007149858037088313,-0.03400047754708742,0.04344363235339643,1.945835522814073e-05,0.19678916487747095,0.9927635286072669,41037843771.0,53071298734.0,58571439619.0,23359966112.0,36791346508.0,39503618317.7,1.113195447853354,0.07157793987401843,0.5762412863820986,0.730664707838971,0.7271303467232939,0.7588381459497597,0.7246320037285662,-0.010179478277816947,0.38655574223366534,0.6106439508554689,0.633029675790824,46.22545687982682,-375.25978508048865,-456.35060093901427,81.09081585852562,21522.691660225002,17866.885878837496,18.562300028539564,0.42805971576218915,20588.002311197917,18830.102506510415,19709.052408854164,0.34227579659839913,853.7801373339229,4,9,3,2022
19312.095703125,19471.154296875,19231.08203125,19431.10546875,18719537670,-0.006178716506548767,0.5687540702134585,0,-0.007243323491751529,0.007504185755091534,0.016409099157190264,0.022121968157295297,-0.018344813515223775,0.012431186615658318,-3.517914628453939e-05,0.3374553560532717,0.9938752961937036,43975248085.0,41037843771.0,53071298734.0,44148798321.0,46363793975.0,38714897603.05,0.48352285112398835,-0.5743164965478557,0.5703754507245907,0.5762412863820986,0.730664707838971,0.7338825885413643,0.7268144735143246,-0.002842654797068303,0.3659764353503781,0.6074698825901591,0.6024602138132517,45.10311707098943,-353.6001814260708,-435.8005170364256,82.20033561035484,21137.006054705664,18006.85546873184,15.993059775666934,0.4169895979579801,20466.285188802085,18720.738899739583,19593.512044270836,0.3387803618218701,809.9438607832855,5,10,4,2022
19044.107421875,19370.30859375,18970.62109375,19311.849609375,20765955327,-0.013973887936277964,0.5494187486636106,0,-0.006178716506548767,-0.007243323491751529,0.007504185755091534,-0.005850034170169328,0.045641677549128984,0.0209874630060582,-1.2742985214192895e-05,0.18385946051602814,0.9861358599556397,18719537670.0,43975248085.0,41037843771.0,58571439619.0,41135767926.0,37242590921.15,0.5575862154962761,0.10931988241780119,0.5687540702134585,0.5703754507245907,0.5762412863820986,0.7271303467232939,0.7567994653247265,-0.03399592646887104,0.24999400569013241,0.6077836042298597,0.4113207463154705,42.60868480991623,-353.9787573358444,-419.4361650963094,65.457407760465,20315.665076999754,18495.562266750243,9.379259223775168,0.3013814121025169,20294.03046875,18592.0439453125,19443.03720703125,0.2656093161357519,780.6398350130509,6,10,4,2022
19623.580078125,19653.54296875,19025.2265625,19044.068359375,30484729489,0.0299741763073446,0.40139206623932994,0,-0.013973887936277964,-0.006178716506548767,-0.007243323491751529,0.016409099157190264,-0.00598857629671097,0.03201843923221754,-2.0511594024685497e-06,0.9523124172360412,1.0304300377321802,20765955327.0,18719537670.0,43975248085.0,53071298734.0,38896078052.0,36212271564.5,0.8418342228186844,0.4680147871339972,0.5494187486636106,0.5687540702134585,0.5703754507245907,0.730664707838971,0.7566799141285301,-0.2694241555904968,0.31279254932901274,0.6150785732848878,0.508540799362451,49.15658029397593,-304.0156774807001,-396.3520675731876,92.33639009248748,20193.148505884492,18550.76614255301,8.47814361679489,0.6532059522338308,20116.04130859375,18612.33818359375,19364.18974609375,0.6725010261126173,769.7595901014045,0,10,4,2022
20336.84375,20380.34375,19523.83984375,19623.583984375,35887278685,0.035702295702777984,0.4318899378327091,0,0.0299741763073446,-0.013973887936277964,-0.006178716506548767,0.007504185755091534,-0.018864440709329067,0.042115871901213776,1.99058988443929e-07,0.949212140560509,1.0363470692302141,30484729489.0,20765955327.0,18719537670.0,41037843771.0,26149643168.0,36113016454.3,0.993749130051607,0.17722149044981475,0.40139206623932994,0.5494187486636106,0.5687540702134585,0.5762412863820986,0.7590542391155061,0.0759802551134502,0.3400182719314883,0.6244033051250203,0.5445491225633545,55.83582726312515,-204.50772168984986,-357.9831983965201,153.47547670667024,20218.995673653873,18534.494365408624,8.693417323432376,1.0699602165752482,20120.83193359375,18598.85888671875,19359.84541015625,1.1419288054080716,775.9556126834469,1,10,4,2022
20160.716796875,20343.748046875,19801.80078125,20335.900390625,33223790572,-0.00869820607502516,0.41647664004485696,0,0.035702295702777984,0.0299741763073446,-0.013973887936277964,-0.007243323491751529,-0.007149858037088313,0.026881349065376692,-4.638671499848643e-05,0.6622711071548273,0.9913855009915981,35887278685.0,30484729489.0,20765955327.0,43975248085.0,23359966112.0,35954755407.75,0.9240444051202934,-0.0742181689611721,0.4318899378327091,0.40139206623932994,0.5494187486636106,0.5703754507245907,0.7588381459497597,-0.03568802242811789,0.34277326546354964,0.624264616986343,0.5490832831729249,53.95107928368604,-138.26508909229233,-314.03957653567454,175.7744874433822,20299.24320335472,18500.197421645284,9.273565560376868,0.9230000659860402,20124.693619791666,18616.669010416666,19370.681315104164,1.0238876586359318,759.2407307507008,2,10,4,2022
19955.443359375,20408.392578125,19900.087890625,20161.0390625,34711412966,-0.010234041758595132,0.41909759308139805,0,-0.00869820607502516,0.035702295702777984,0.0299741763073446,-0.006178716506548767,0.022121968157295297,0.025471981671667553,1.5984829718452898e-05,0.10890214100179826,0.9898023260364882,33223790572.0,35887278685.0,30484729489.0,18719537670.0,44148798321.0,36184157942.4,0.9592986251401953,0.0447758178217546,0.41647664004485696,0.4318899378327091,0.40139206623932994,0.5687540702134585,0.7338825885413643,0.006293157369543687,0.3405263541006186,0.6221833419057762,0.5473086969149169,51.758217500116395,-101.1650091187912,-271.4646630522979,170.2996539335067,20326.886817476694,18490.839745023306,9.459838249399736,0.797693935153112,20146.925130208332,18635.125325520832,19391.025227864582,0.8733418470887335,741.316727661365,3,10,4,2022
